0,1,2,3,4,5,6,info
52,http://vybary2019.by/candidates/052-4.html,ДЫРИНДА Николай Иосифович,1978,главный инженер  ООО «БелБурСтрой»,беспартийный,сбор подписей избирателей,"Родился 22 мая 1978 г. в г. Гродно. В 1997 г. закончил Гродненский политехнический техникум, в 2005 - Московский государственный открытый университет по специальности «экономика и управление на предприятии строительства». 
                                    1997 – 1999 – проходил срочную службу в Вооруженных Силах Республики Беларусь.
                                    С 1999 года трудился на предприятиях г. Гродно: УЖРЭП Ленинского района, ОАО «Спецмонтажстрой-178», «Гродненская «СПМК-70» Гроднооблсельстрой. В настоящее время работает главным инженером строительного предприятия ООО «БелБурСтрой».
                                    Женат, воспитывает двоих детей. 
                                    Беспартийный."
52,http://vybary2019.by/candidates/052-5.html,КРАСИЧКОВ Руслан Вячеславович,1973,индивидуальная ремесленная деятельность,беспартийный,сбор подписей избирателей,"Родился 4 сентября 1973 года в городе Гродно. В 1996 г. окончил  Гродненский государственный университет имени Я.Купалы по специальности «физическая культура и массовая физкультурно-оздоровительная работа».
                                    С 1996 г. по 1997 г. – проходил срочную службу в Вооруженных Силах Республики Беларусь.
                                    Работал преподавателем физического воспитания УО «Гимназия №9», тренером-преподавателем по единоборствам БФСО «Динамо», начальником отдела физической культуры, спорта и туризма администрации Октябрьского р-на г. Гродно и Гродненского горисполкома, заведующим сектором туризма ГУ «Гродноинвест», директором учреждения «ГрОСДЮСШОР «Неман», менеджером по туризму ЧУП по оказанию услуг «Асклепий», управляющим агроусадьбой «Каралiнскi фальварак Тызенгаўза», руководителем физического воспитания УО «Гродненский музыкальный колледж», заместителем директора фермерского хозяйства «Здоровый мир». С 2017 г. по настоящее время ремесленник.
                                    Женат, воспитал двоих детей. 
                                    Беспартийный."
52,http://vybary2019.by/candidates/052-6.html,РОДИОНОВ Александр Николаевич,1960,учитель допризывной подготовки ГУО «Средняя школа № 22  г. Гродно»,член Коммунистической партии Беларуси,политическая партия,"Родился в 1960 г. в городе Саратов (Российская Федерация). В 1981 г. закончил Энгельсское высшее зенитное ракетное командное училище ПВО, в 1991 г. -  Военную командную Краснознаменную академию ПВО имени Маршала Советского Союза Жукова Г.К.; в 2008 г. Институт повышения квалификации и переподготовки кадров УО «ГрГУ им. Я. Купалы» по специальности «педагогическая деятельность специалистов», в 2011 г. - аспирантуру УО «ГрГУ им. Я. Купалы» по специальности «отечественная история».
									В Вооруженных Силах прослужил 33 года. Воинское звание – полковник. 
									Награжден государственными наградами. 
									Прошёл путь от офицера наведения до начальника военного факультета УО «ГрГУ им. Я.Купалы».
									С 2019 г. работает учителем допризывной подготовки государственного учреждения образования «Средняя школа № 22 г. Гродно». 
									В 2017 г. избран председателем совета Гродненской городской организации ОО «Белорусский союз офицеров». 
									Женат, воспитал троих детей, имеет троих внуков. 
									Член Коммунистической партии Беларуси."
53,http://vybary2019.by/candidates/053-1.html,АНТОНОВ Валерий Анатольевич,1982,специалист по продаже общества с ограниченной ответственностью «ПЛИТ-МАР»,член Либерально-демократической партии,политическая партия,"Родился 31 августа 1982 года в городе Лунинце Брестской области. 
                                    В 2004 году окончил Белорусский государственный технологический университет с присвоением квалификации инженер-химик-технолог, а в 2013 году –  Академию управления при Президенте Республики Беларусь по специальности «Государственное управление и экономика».
                                    С 2004 по 2005 годы работал мастером цеха ОАО «Гродненский стеклозавод», в 2005 – 2006 годах – инженер-конструктор 2 категории ОАО «Гродненский стеклозавод». В 2007 – 2011 годах работал оператором 6 разряда цеха аммиак-3 ОАО «Гродно-Азот».
                                    С 2011 года работал специалистом по продажам, а с 2016 по 2018 – инженером отдела сбыта регионального представительства в г. Гродно                      ЗАО «Белтепломашстрой».
                                    В настоящее время работает специалистом по продаже ООО «ПЛИТ-МАР».
                                    Член Либерально-демократической партии.
                                    Ведёт здоровый образ жизни, занимается спортом, не курит.
                                    Женат, имеет двоих детей."
53,http://vybary2019.by/candidates/053-2.html,АУТКО Александр Викторович,1972,первый заместитель генерального директора ОАО «Агрокомбинат «Скидельский»,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 16 января 1972 года в деревне Глиняны Гродненского района Гродненской области. 
                                    В 1996 году окончил Гродненский государственный сельскохозяйственный институт  по специальности зоотехния. После получения высшего образования работал в колхозе «Скидельский» Гродненского района: помощником заведующего фермой, зоотехником по кормам, ведущим зоотехником, главным зоотехником. Аутко А.В. работал директором УУСП «Гродненская испытательная станция по свиноводству», первым заместителем начальника управления сельского хозяйства и продовольствия Гродненского районного исполнительного комитета, директором филиала «Скидельский» ОАО «Агрокомбинат «Скидельский». С июля 2015 года – первый заместитель генерального директора открытого акционерного общества «Агрокомбинат «Скидельский». 
                                    Был избран депутатом Гродненского районного Совета депутатов 26 и 27 созывов. В настоящее время является депутатом Гродненского областного Совета депутатов 28 созыва.
                                    Беспартийный. 
                                    Женат. Воспитывает сына и дочь."
53,http://vybary2019.by/candidates/053-3.html,ГУБАРЕВИЧ Максим Фёдорович,1983,специалист по продажам  ООО «Сити-Бел»,член Партии БНФ,политическая партия,"Родился 16 января 1983 года в городе Гродно. 
                                    В 2005 году окончил Гродненский государственный университет  имени Янки Купалы по специальности «Новая и новейшая история зарубежных стран». 
                                    С 2018 года работает специалистом по продажам ООО «Сити-Бел».
                                    Член Партии БНФ. 
                                    Холост."
53,http://vybary2019.by/candidates/053-4.html,ФИЛИНОВИЧ Александр Михайлович,1962,"директор ГУ дополнительного образования взрослых «Центр подготовки, повышения квалификации и переподготовки рабочих управления сельского хозяйства и продовольствия Свислочского райисполкома»",член Коммунистической партии Беларуси,политическая партия,"Родился 17 февраля 1962 года в деревне Тиховоля Свислочского района Гродненской области. 
                                    В 1985 году окончил Белорусский институт механизации сельского хозяйства  по специальности «Механизация сельского хозяйства», а в 1994 году – Белорусский государственный университет по специальности «Политология». 
                                    Трудовую деятельность начал инженером в колхозе имени Ленина Свислочского района. Затем работал секретарём райкома комсомола, мастером производственного обучения, директором пищекомбината, начальником хозгруппы отдела образования, директором Свислочской киносети, начальником отдела культуры райисполкома.
                                    В настоящее время работает директором Государственного учреждения дополнительного образования взрослых «Центр подготовки, повышения квалификации и переподготовки рабочих управления сельского хозяйства и продовольствия Свислочского райисполкома». Проживает в городе Свислочи.
                                    Член Коммунистической партии Беларуси.
                                    Женат, воспитал двоих детей. Жена – медицинский работник, сын – майор авиации, дочь – прапорщик пограничных войск."
54,http://vybary2019.by/candidates/054-2.html,ДАВИДОВИЧ Ирина Бенедиктовна,1964,ремесленник,член Объединенной гражданской партии,политическая партия,"Родилась 29 февраля 1964 года в д.Голубицковщина Ивьевского района Гродненской области, гражданка Республики Беларусь, образование высшее. Окончила  Брестский государственный педагогический институт имени А.С.Пушкина по специальности математика и физика.
									С 1986 по 1992 год работала учителем Сурвилишской восьмилетней и Бобровичской средней школах Ивьевского района. С 1992 по 1994 год работала в отделе социального обеспечения Ивьевского райисполкома. С 1994 по 2004 год – заведующая сектором автоматизации филиала № 410 ГОУ «АСБ Беларусбанк» г.Ивье. С 2004 по 2006 год – бухгалтер учетно-операционного отдела отделения «Белагропромбанк» г.Ивье. С апреля 2006 года по ноябрь 2009 года не работала. С  2006 по 2008 год прошла переподготовку в институте повышения квалификации и переподготовки кадров УО «Гродненский государственный университет им. Я.Купалы» по специальности финансы.   С 2009 по апрель 2013 года – старший научный сотрудник учреждения культуры «Ивьевский музей национальных культур». С апреля 2013 года по декабрь 2018 года не работала. В январе 2019 года зарегистрирована ремесленником. 
									Замужем, имеет двоих детей. Член  Объединенной гражданской партии."
54,http://vybary2019.by/candidates/054-3.html,ДУБИЦКИЙ Олег Викторович,1990,спортсмен-инструктор учреждения «Республиканский центр олимпийской подготовки по легкой атлетике»,беспартийный,сбор подписей избирателей,"Родился 19 октября 1990 года в г.Минске, гражданин Республики Беларусь, образование высшее. Окончил учреждение образования «Белорусский государственный университет физической культуры» по специальности спортивно-педагогическая деятельность (тренерская работа по легкой атлетике).
									Работает спортсменом-инструктором учреждения «Республиканский центр олимпийской подготовки по легкой атлетике».
									Мастер спорта по лёгкой атлетике. Является экс-рекордсменом страны в метании молота в возрастных категориях юноши и юниоры. В 2008 году завоевал бронзовую медаль чемпионата мира среди юниоров, в 2011 году – бронзовую медаль чемпионата Европы среди молодежи. Чемпион Республики Беларусь 2018 года. Находится в основном составе национальной команды Республики Беларусь по легкой атлетике. Состоит в Белорусском физкультурно-спортивном обществе «Динамо».
									Женат, имеет дочь. Беспартийный."
54,http://vybary2019.by/candidates/054-5.html,МАРКЕВИЧ Александр Иванович,1968,депутат Палаты представителей Национального собрания Республики Беларусь,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 9 мая 1968 года в г.Щучине Гродненской области, гражданин Республики Беларусь, образование высшее. Окончил Ленинградское высшее военно-политическое училище ПВО имени Ю.В.Андропова по специальности военно-политическая противовоздушной обороны.
                                    В 1997 году Московскую государственную юридическую академию по квалификации юрист. В 2008 году окончил Московскую пограничную академию Федеральной службы безопасности Российской Федерации по специальности управление оперативными подразделениями пограничных органов.
                                    С 1990 по 1998 год проходил службу на различных должностях в войсковой части 17205. С 1998 года служил в пограничных войсках, органах пограничной службы Республики Беларусь. С 2013 по 2016 год – командир войсковой части 2044. С 2016 года – депутат Палаты представителей Национального собрания Республики Беларусь.
                                    Награжден медалями «За отличие в военной службе» 3-й степени, «За адзнаку», «За бездакорную службу» 1-й, 2-й, 3-й степени, знаком «За адзнаку ў камандаваннi».
                                    Женат, имеет двоих детей. Беспартийный."
55,http://vybary2019.by/candidates/055-1.html,МИКОЛУТА Александр Леонидович,1972,мастер по ремонту технологического оборудования цеха «Карбамид-2»  ОАО «Гродно Азот»,член Либерально-демократической партии,политическая партия,"Родился 6 апреля 1972 года в г. Гродно. Проживает в г. Гродно. Член Либерально-демократической партии.
									В 1987 году окончил среднюю школу № 7  г. Гродно.
									Образование высшее. В 1998 году окончил Гродненский государственный университет имени Янки Купалы по специальности оборудование и технология повышения износоустойчивости и восстановления деталей машин и аппаратов.
									Трудовую деятельность начал в 1998 году в должности инженера- технолога на Гродненском механическом заводе. 
									В настоящее время работает мастером по ремонту технологического оборудования ОАО «Гродно  Азот». 
									Женат, воспитывает сына."
55,http://vybary2019.by/candidates/055-2.html,МИЦКЕВИЧ Валерий Вацлавович,1964,"Заместитель Главы Администрации Президента Республики Беларусь,
председатель ОО «Белорусский республиканский союз юристов»",беспартийный,трудовой коллектив,"Родился 24 февраля 1964 года в г. Лида Гродненской области. Проживает в д. Раубичи Минского района. Беспартийный. 
									В 1981 году окончил среднюю школу № 11 г. Лиды.
									Образование высшее. В 1989 окончил Белорусский государственный  университет имени В.И.Ленина по специальности правоведение.
									Работал стажером судьи, исполняющим обязанности судьи суда Минского района, судьей, председателем суда Минского района и г. Заславля, заместителем Министра юстиции Республики Беларусь. Член Центральной комиссии Республики Беларусь по выборам и проведению республиканских референдумов.
									С 2005 по 2009 г.г. – директор Национального центра законопроектной деятельности при Президенте Республики Беларусь, директор Национального центра законодательства и правовых исследований Республики Беларусь.
									В настоящее время - Заместитель Главы Администрации Президента Республики Беларусь, Председатель общественного объединения «Белорусский республиканский союз юристов».
									Женат, воспитывает двух сыновей."
55,http://vybary2019.by/candidates/055-3.html,ПАНАСЕВИЧ Александр Георгиевич,1977,"ведущий агроном – государственный инспектор отдела внешнего карантина  ГУ «Гродненская областная государственная инспекция  по семеноводству, карантину  и защите растений»",беспартийный,сбор подписей избирателей,"Родился 11 декабря 1977 года в г.п. Желудок Щучинского района Гродненской области. Беспартийный. Проживает в г. Лиде.
                                    Образование высшее. В 2000 году окончил Гродненский сельскохозяйственный институт по специальности агрономия. В 2004 году окончил УО «Государственный институт повышения квалификации и переподготовки руководящих работников и специалистов Министерства торговли Республики Беларусь» по специальности экономика и управление производством 
                                    Трудовую деятельность начал с 2000 года в должности главного агронома сельскохозяйственного предприятия. 
                                    В настоящее время работает ведущим агрономом- государственным инспектором отдела внешнего карантина на условиях контракта ГУ «Гродненская областная государственная инспекция по семеноводству, карантину и защите растений».
                                    Женат, воспитывает двух сыновей."
55,http://vybary2019.by/candidates/055-4.html,ШОР Александр Юрьевич,1983,директор ОДО «Ордаль-стекло»,член Белорусской партии левых «Справедливый мир»,политическая партия,"Родился 9 мая 1983 года. Коренной лидчанин. член Белорусской партии левых «Справедливый мир».
                                    В 2000 году окончил среднюю школу № 1 г. Лиды.
                                    Образование высшее.  В 2001 году окончил Лидское ПТУ № 235 по специальности монтажник радиоэлектронной аппаратуры  и приборов, в 2006 году окончил Академию управления при Президенте Республики Беларусь с присвоением квалификации юрист. С 2010 по 2012 год проходил переподготовку  на уровне высшего образования в Академии управления при Президенте Республики Беларусь по специальности экономика и управление на предприятии промышленности. 
                                    Трудовую деятельность после окончания училища начал на РУПП «Завод Изотрон».  С 2001 по 2013 годы работал в РУП Лидский литейно-механический завод,  ОДО «Белтехавтопром», ОДО «Ордаль- стекло», ОАО «Лидский завод электроизделий». С 2014 года и по настоящее время работает директором ОДО «Ордаль- стекло».
                                    Женат."
56,http://vybary2019.by/candidates/056-1.html,АШУРОК Витольд Михайлович,1970,не работает,член Партии БНФ,политическая партия,"Родился 13 октября 1970 года в д. Огородники Лидского района Гродненской области. Образование среднее. В 1988 году окончил среднюю школу № 1 г.п. Берёзовка Лидского района. С 1988 по 1990 год служил в Советской Армии.
									Трудовую деятельность начал в 1991 году выдувальщиком стеклоизделий на стеклозаводе «Неман». С 2007 по 2011 год работал в частных строительных компаниях в качестве плотника.
									В настоящее время не работает. Женат.
									Член Партии БНФ. Член правозащитно-просветительского общественного объединения «Движение «За Свободу». Проживает в г. Берёзовка Лидского района.
									В 1999 году был осуждён по ч. 2 ст. 15, ст. 94 Уголовного кодекса Республики Беларусь (покушение на мелкое хищение). Судимость погашена."
56,http://vybary2019.by/candidates/056-3.html,ОЛЬШЕВСКИЙ Сергей Сергеевич,1984,индивидуальный предприниматель,член Объединенной гражданской партии,"сбор подписей избирателей, политическая партия","Родился 15 мая 1984 года в г.п. Козловщина Дятловского района Гродненской области.
									Образование высшее. В 2002 году с отличием окончил Козловщинскую среднюю школу. Окончил Гродненский государственный университет им. Янки Купалы по специальности «Математика»; с отличием – Институт технологий информатизации и управления БГУ по специальности «Экономическое право»; Академию управления при Президенте Республики Беларусь по специальности «Государственное и местное управление»; педагогическую магистратуру и аспирантуру.
									Трудовую деятельность начал в 2007 году в Гродненском государственном университете им. Янки Купалы инженером-программистом. С 2013 года по 2014 год работал главным специалистом в управлении международного сотрудничества Министерства образования Республики Беларусь, с 2014 по 2015 – начальником отдела в Национальном институте образования Министерства образования Республики Беларусь. С 2015 по 2016 год – заместитель директора Главного информационно-аналитического центра Министерства образования Республики Беларусь. 
									В настоящее время является индивидуальным предпринимателем и реализовывает образовательные проекты на стыке IT и образования. 
									Женат. Отец двух дочерей.
									Член Объединенной гражданской партии."
56,http://vybary2019.by/candidates/056-4.html,ПРУДСКИХ Оксана Игоревна,1988,главный энергетик  ОАО «Гроднорайагросервис»,член Либерально-демократической партии,политическая партия,"Родилась 13 сентября 1988 года в г. Бобруйске Могилёвской области. Белоруска. Образование высшее.
                                    В 2011 году окончила Белорусский государственный технологический университет по специальности «Энергоэффективные технологии и энергетический менеджмент». В этом же году направлена по распределению в г. Гродно в унитарное предприятие «Гродноэнергосбережение» на должность инженера производственного отдела.
                                    С 2012 по 2016 год работала инженером-энергетиком в государственном учреждении «Гродненский областной специализированный Дом ребёнка для детей с органическим поражением центральной нервной системы и нарушением психики».
                                    С 2016 года работает в открытом акционерном обществе «Гроднорайагросервис». В настоящее время – главный энергетик данного предприятия.
                                    Воспитывает сына.
                                    Член Либерально-демократической партии."
56,http://vybary2019.by/candidates/056-5.html,СИНЯК Владимир Александрович,1967,заместитель генерального директора по строительству ПРУП «Гроднооблгаз»,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 1 декабря 1967 года в д. Лозки Дятловского района Гродненской области. Образование высшее. Окончил Белорусскую сельскохозяйственную академию по специальности «Механизация сельского хозяйства» и Белорусский государственный национальный технический университет по специальности «Теплогазоснабжение, вентиляция и охрана воздушного бассейна».
                                    Трудовую деятельность начал в 1984 году. Работал на различных должностях в колхозе «Искра» Дятловского района, в управлении сельского хозяйства и продовольствия Дятловского районного исполнительного комитета.
                                    С 1999 года по 2002 год возглавлял Дятловскую райагропромтехнику. С 2002 года работал директором производственного управления «Дятловорайгаз». В 2016 году назначен заместителем генерального директора по строительству производственного республиканского унитарного предприятия «Гроднооблгаз».
                                    Женат. Имеет двух дочерей.
                                    Беспартийный."
57,http://vybary2019.by/candidates/057-1.html,АРТЮХ Дмитрий Владимирович,1993,директор УК «Кореличский районный краеведческий музей»,беспартийный,трудовой коллектив,"Родился 22 ноября 1993 года в г.п. Кореличи. 
									В 2015 году закончил УО «Белорусский государственный педагогический университет имени Максима Танка» (БГПУ), где получил квалификацию «преподаватель истории». В 2016 году закончил магистратуру БГПУ с присвоением академической степени «магистр исторических наук». С 2016 года обучается в аспирантуре БГПУ на заочной форме на кафедре истории Беларуси и славянских народов. 
									Трудовая деятельность:
									с 2016 года работал в Национальном историческом архиве Беларуси в должности архивиста;
									с 20 августа 2018 года работает в должности директора учреждения культуры «Кореличский районный краеведческий музей».
									Холост. 
									Член ОО «Белорусский республиканский союз молодежи». Беспартийный."
57,http://vybary2019.by/candidates/057-2.html,МАРКЕВИЧ Виталий Станиславович,1977,мастер участка реализации ОАО «Гродненский мясокомбинат»,член Либерально-демократической партии,политическая партия,"Родился 8 августа 1977 года в д. Шинковщизна Вороновского района Гродненской области. Белорус.
									В 1997 году закончил Лидское педагогическое училище, где получил квалификацию «учитель начальных классов». Во время учебы был победителем республиканской олимпиады по биологии и химии среди учащихся педагогических колледжей и училищ.
									В 2002 году закончил Белорусский государственный университет (БГУ) по специальности «биология».
									Трудовая деятельность:
									после окончания БГУ работал учителем биологии и химии в Дотишской базовой школе Вороновского района;
									с 2003 по 2004 годы проходил службу в Вооруженных Силах Республики Беларусь;
									с 2004 года работает в ОАО «Гродненский мясокомбинат», в настоящее время в должности мастера участка реализации.
									Женат, воспитывает двух сыновей. Увлекается восточными единоборствами, имеет разряды по каратэ и айкидо.
									Член Либерально-демократической партии."
57,http://vybary2019.by/candidates/057-3.html,СОНГИН Александр Генрихович,1969,начальник главного управления образования Гродненского областного исполнительного комитета,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 12 октября 1969 года в д. Тарново Лидского района.    В 1988 году закончил Лидское педагогическое училище, в 1996 году – Белорусский государственный педагогический университет имени Максима Танка, в 2008 году – Академию управления при Президенте Республики Беларусь. Проходил службу во внутренних войсках МВД СССР с 1988 по 1990 годы. 
                                    Трудовая деятельность:
                                    с 1988 года – воспитатель группы продлённого дня Далекской неполной средней школы Лидского района; с 1990 года – учитель начальных классов  этой  школы; с 1998 года – директор  Гудской базовой школы-детского сада Лидского района; с 2007 года – начальник управления образования Лидского райисполкома; с 2012 года – начальник главного управления образования Гродненского облисполкома.
                                    Женат. Имеет двух сыновей. Беспартийный."
58,http://vybary2019.by/candidates/058-1.html,БУЗУН Сергей Викторович,1967,слесарь по контрольно-измерительным приборам и автоматике Слонимского городского УП жилищно-коммунального хозяйства,член Белорусской партии левых «Справедливый мир»,политическая партия,"Родился 7 января 1967 года в городе Слониме Гродненской области. 
									Учился в средней школе №2 г.Слонима. Окончил Ломоносовское мореходное училище Военно-морского Флота. 
									Работал механиком на судах Вспомогательного флота в г.Лиепая (Латвия), водолазом-спасателем на спасательной станции, редактором газеты «Футбольный меридиан», слесарем по контрольно-измерительным приборам и автоматике, инженером-энергетиком в Кричевском унитарном предприятии «Коммунальник».
									С 2005 года живёт в г.Слониме, работает слесарем по контрольно-измерительным приборам и автоматике в Слонимском городском унитарном предприятии жилищно-коммунального хозяйства. 
									Председатель Слонимского райкома Белорусской партии левых «Справедливый мир», входит в состав ЦК партии. 
									Женат."
58,http://vybary2019.by/candidates/058-2.html,ГУДЗЬ Виталий Петрович,1979,заместитель генерального директора по производству ОАО «Управляющая компания холдинга «Гродномясомолпром»,член Республиканской партии труда и справедливости,политическая партия,"Родился 28 сентября 1979 года в с.Георгиевка Семипалатинской области Казахской ССР. 
									В 1993 году переехал в г.Слоним. Учился в средней школе № 9 г.Слонима. 
									Окончил Волковысский сельскохозяйственный техникум, Витебскую государственную академию ветеринарной медицины, аспирантуру Гродненского государственного аграрного университета, Гродненский государственный университет им. Я. Купалы, магистратуру Академии управления при Президенте Республики Беларусь.
									Работал главным ветврачом колхоза «1 Мая» Слонимского района, инженером-радиологом, ветврачом, главным ветврачом ОАО «Слонимский мясокомбинат», главным ветврачом ГО «Гродномясомолпром», заместителем начальника отдела ветеринарии комитета по сельскому хозяйству и продовольствию Гродненского облисполкома-заместителем главного государственного ветеринарного врача Гродненской области. 
									В настоящее время работает в должности заместителя генерального директора по производству ОАО «Управляющая компания холдинга «Гродномясомолпром». 
									Кандидат ветеринарных наук, магистр управления. 
									Член Республиканской партии труда и справедливости.
									Женат. Воспитывает дочь."
