name,lastName,firstName,middleName,sex,alreadyInParliament,birthDate,jobTitle,partyRaw,party,promotionType,homeAddressRaw,homeAddress,candidateDetailsUrl,electionDistrict,electionDistrictNumber,electionDistrictCapacity,electionDistrictCandidates,electionDistrictRegion
Миколута Александр Леонидович,Миколута,Александр,Леонидович,M,0,1972,мастер по ремонту технологического оборудования цеха «Карбамид-2» ОАО «Гродно Азот»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Гродно,г. Гродно,/candidates/055-1.html,Лидский избирательный округ,55,61231,4,Гродненская область
Мицкевич Валерий Вацлавович,Мицкевич,Валерий,Вацлавович,M,0,1964,"Заместитель Главы Администрации Президента Республики Беларусь, председатель ОО «Белорусский республиканский союз юристов»",беспартийный,не состоит в партии,трудовой коллектив,"д. Раубичи, Минский район","д. Раубичи, Минский район",/candidates/055-2.html,Лидский избирательный округ,55,61231,4,Гродненская область
Панасевич Александр Георгиевич,Панасевич,Александр,Георгиевич,M,0,1977,"ведущий агроном – государственный инспектор отдела внешнего карантина ГУ «Гродненская областная государственная инспекция по семеноводству, карантину и защите растений»",беспартийный,не состоит в партии,сбор подписей избирателей,г. Лида,г. Лида,/candidates/055-3.html,Лидский избирательный округ,55,61231,4,Гродненская область
Шор Александр Юрьевич,Шор,Александр,Юрьевич,M,0,1983,директор ОДО «Ордаль-стекло»,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Лида,г. Лида,/candidates/055-4.html,Лидский избирательный округ,55,61231,4,Гродненская область
Ашурок Витольд Михайлович,Ашурок,Витольд,Михайлович,M,0,1970,не работает,член Партии БНФ,член Партии БНФ,политическая партия,"г. Березовка, Лидский район","г. Березовка, Лидский район",/candidates/056-1.html,Неманский избирательный округ,56,58197,4,Гродненская область
Ольшевский Сергей Сергеевич,Ольшевский,Сергей,Сергеевич,M,0,1984,индивидуальный предприниматель,член Объединенной гражданской партии,член Объединенной гражданской партии,"сбор подписей избирателей,политическая партия","г.п. Козловщина, Дятловский район","г.п. Козловщина, Дятловский район",/candidates/056-3.html,Неманский избирательный округ,56,58197,4,Гродненская область
Прудских Оксана Игоревна,Прудских,Оксана,Игоревна,F,0,1988,главный энергетик ОАО «Гроднорайагросервис»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Гродно,г. Гродно,/candidates/056-4.html,Неманский избирательный округ,56,58197,4,Гродненская область
Синяк Владимир Александрович,Синяк,Владимир,Александрович,M,0,1967,заместитель генерального директора по строительству ПРУП «Гроднооблгаз»,беспартийный,не состоит в партии,"сбор подписей избирателей,трудовой коллектив",г. Гродно,г. Гродно,/candidates/056-5.html,Неманский избирательный округ,56,58197,4,Гродненская область
Артюх Дмитрий Владимирович,Артюх,Дмитрий,Владимирович,M,0,1993,директор УК «Кореличский районный краеведческий музей»,беспартийный,не состоит в партии,трудовой коллектив,г.п. Кореличи,г.п. Кореличи,/candidates/057-1.html,Замковый избирательный округ,57,57236,3,Гродненская область
Маркевич Виталий Станиславович,Маркевич,Виталий,Станиславович,M,0,1977,мастер участка реализации ОАО «Гродненский мясокомбинат»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Гродно,г. Гродно,/candidates/057-2.html,Замковый избирательный округ,57,57236,3,Гродненская область
Сонгин Александр Генрихович,Сонгин,Александр,Генрихович,M,0,1969,начальник главного управления образования Гродненского областного исполнительного комитета,беспартийный,не состоит в партии,"сбор подписей избирателей,трудовой коллектив",г. Гродно,г. Гродно,/candidates/057-3.html,Замковый избирательный округ,57,57236,3,Гродненская область
Бузун Сергей Викторович,Бузун,Сергей,Викторович,M,0,1967,слесарь по контрольно-измерительным приборам и автоматике Слонимского городского УП жилищно-коммунального хозяйства,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Слоним,г. Слоним,/candidates/058-1.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Гудзь Виталий Петрович,Гудзь,Виталий,Петрович,M,0,1979,заместитель генерального директора по производству ОАО «Управляющая компания холдинга «Гродномясомолпром»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,политическая партия,г. Гродно,г. Гродно,/candidates/058-2.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Марчик Виктор Иванович,Марчик,Виктор,Иванович,M,0,1966,сторож ГЛХУ «Слонимский лесхоз»,член Партии БНФ,член Партии БНФ,"сбор подписей избирателей,политическая партия",г. Слоним,г. Слоним,/candidates/058-3.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Предко Александр Петрович,Предко,Александр,Петрович,M,0,1958,председатель Зельвенской районной организации Белорусского профсоюза работников агропромышленного комплекса,беспартийный,не состоит в партии,трудовой коллектив,"аг. Бородичи, Зельвенский район","аг. Бородичи, Зельвенский район",/candidates/058-4.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Рукан Игорь Владимирович,Рукан,Игорь,Владимирович,M,0,1971,директор ООО «ЛИГА Транспорта»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Слоним,г. Слоним,/candidates/058-5.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Семеняко Валентин Михайлович,Семеняко,Валентин,Михайлович,M,0,1963,председатель Зельвенского районного Совета депутатов,беспартийный,не состоит в партии,"сбор подписей избирателей,трудовой коллектив","аг. Князево, Зельвенский район","аг. Князево, Зельвенский район",/candidates/058-6.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Яшков Николай Сергеевич,Яшков,Николай,Сергеевич,M,0,1962,индивидуальный предприниматель,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Минск,г. Минск,/candidates/058-7.html,Слонимский избирательный округ,58,62205,7,Гродненская область
Вешторд Ирина Зеноновна,Вешторд,Ирина,Зеноновна,F,0,1953,"пенсионер,заместитель председателя Белорусской социал-демократической партии (Грамада)",член Белорусской социал-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,г. Сморгонь,г. Сморгонь,/candidates/059-1.html,Сморгонский избирательный округ,59,56856,4,Гродненская область
Крук Иван Фёдорович,Крук,Иван,Фёдорович,M,0,1944,пенсионер,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Островец,г. Островец,/candidates/059-2.html,Сморгонский избирательный округ,59,56856,4,Гродненская область
Мушницкий Иван Иванович,Мушницкий,Иван,Иванович,M,0,1958,заведующий отделом социального обслуживания ГУ «Территориальный центр социального обслуживания населения Островецкого района»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,трудовой коллектив,"п. Гудогай, Островецкий район","п. Гудогай, Островецкий район",/candidates/059-3.html,Сморгонский избирательный округ,59,56856,4,Гродненская область
Свилло Виктор Збигневич,Свилло,Виктор,Збигневич,M,0,1963,заместитель председателя Островецкого районного исполнительного комитета,беспартийный,не состоит в партии,"сбор подписей избирателей,трудовой коллектив",г. Ошмяны,г. Ошмяны,/candidates/059-4.html,Сморгонский избирательный округ,59,56856,4,Гродненская область
Асташов Ярослав Сергеевич,Асташов,Ярослав,Сергеевич,M,0,1990,инженер-конструктор ОУПП «Гродненское городское жилищно-коммунальное хозяйство»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Гродно,г. Гродно,/candidates/060-1.html,Щучинский избирательный округ,60,57033,5,Гродненская область
Велич Владимир Васильевич,Велич,Владимир,Васильевич,M,0,1953,директор КУКП «Мостыкиновидеосеть»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,трудовой коллектив,г. Мосты,г. Мосты,/candidates/060-2.html,Щучинский избирательный округ,60,57033,5,Гродненская область
Михалюк Павел Рышардович,Михалюк,Павел,Рышардович,M,0,1983,первый секретарь Гродненского областного комитета Общественного объединения «Белорусский республиканский союз молодежи»,беспартийный,не состоит в партии,"сбор подписей избирателей,трудовой коллектив",г. Гродно,г. Гродно,/candidates/060-3.html,Щучинский избирательный округ,60,57033,5,Гродненская область
Тесленок Дмитрий Николаевич,Тесленок,Дмитрий,Николаевич,M,0,1986,промышленный альпинист ООО «КРЕДО»,член Белорусской социал-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,г. Мосты,г. Мосты,/candidates/060-4.html,Щучинский избирательный округ,60,57033,5,Гродненская область
Шпаковская Анжелина Ростиславовна,Шпаковская,Анжелина,Ростиславовна,F,0,1970,заведующий отделением дневного пребывания для граждан пожилого возраста ГУ «Территориальный центр социального обслуживания населения Щучинского района»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Щучин,г. Щучин,/candidates/060-5.html,Щучинский избирательный округ,60,57033,5,Гродненская область
Лавриненко Игорь Владимирович,Лавриненко,Игорь,Владимирович,M,0,1961,заместитель начальника консультативного отдела Министерства обороны Республики Беларусь,беспартийный,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/061-1.html,Березинский избирательный округ,61,62657,2,Минская область
Монич Владимир Александрович,Монич,Владимир,Александрович,M,0,1976,директор общества с ограниченной ответственностью «Сити косметик»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/061-2.html,Березинский избирательный округ,61,62657,2,Минская область
Кузьменко Иван Александрович,Кузьменко,Иван,Александрович,M,0,1979,главный инженер УП «Борисовский комбинат хлебопродуктов» ОАО «Минскоблхлебопродукт»,беспартийный,не состоит в партии,сбор подписей избирателей,"аг. Лошница, Борисовский район","аг. Лошница, Борисовский район",/candidates/062-1.html,Борисовский городской избирательный округ,62,68882,5,Минская область
Кушнер Игорь Васильевич,Кушнер,Игорь,Васильевич,M,0,1965,приемщик поездов ст.Степянка УП «Минское отделение Белорусской железной дороги»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Борисов,г. Борисов,/candidates/062-2.html,Борисовский городской избирательный округ,62,68882,5,Минская область
Рудаковский Павел Сергеевич,Рудаковский,Павел,Сергеевич,M,0,1996,техник-технолог на производстве ООО «СисЭйТи»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Борисов,г. Борисов,/candidates/062-3.html,Борисовский городской избирательный округ,62,68882,5,Минская область
Ситкевич Владимир Сергеевич,Ситкевич,Владимир,Сергеевич,M,0,1965,временно неработающий,Член Либерально-демократической партии,Член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/062-4.html,Борисовский городской избирательный округ,62,68882,5,Минская область
Шипуло Александр Валерьевич,Шипуло,Александр,Валерьевич,M,0,1972,главный врач УЗ «Борисовский родильный дом»,беспартийный,не состоит в партии,"трудовой коллектив, сбор подписей избирателей",г. Борисов,г. Борисов,/candidates/062-5.html,Борисовский городской избирательный округ,62,68882,5,Минская область
Ананич Лилия Станиславовна,Ананич,Лилия,Станиславовна,F,0,1960,заместитель председателя общественного объединения «Белорусский союз женщин»,беспартийная,не состоит в партии,сбор подписей избирателей,"аг.Сёмково, Минский район","аг.Сёмково, Минский район",/candidates/063-1.html,Борисовский сельский избирательный округ,63,68951,2,Минская область
Закревский Игорь Владимирович,Закревский,Игорь,Владимирович,M,0,1991,специалист по работе с клиентами ЧПУП «Тревис-авто»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Борисов,г. Борисов,/candidates/063-2.html,Борисовский сельский избирательный округ,63,68951,2,Минская область
Былинский Игорь Александрович,Былинский,Игорь,Александрович,M,0,1969,заведующий нотариальной конторой № 2 Московского района города Минска,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/064-1.html,Жодинский избирательный округ,64,62764,6,Минская область
Курилович Максим Николаевич,Курилович,Максим,Николаевич,M,0,1987,начальник смены термогальванического цеха ОАО «БЕЛАЗ» – управляющая компания холдинга «БЕЛАЗ-ХОЛДИНГ»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Жодино,г. Жодино,/candidates/064-2.html,Жодинский избирательный округ,64,62764,6,Минская область
Ржавина Ирина Александровна,Ржавина,Ирина,Александровна,F,0,1965,риелтор ОДО «Западная недвижимость»,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Минск,г. Минск,/candidates/064-3.html,Жодинский избирательный округ,64,62764,6,Минская область
Сапрыгина Ева Сергеевна,Сапрыгина,Ева,Сергеевна,F,0,1989,парикмахер ООО «Лонимас»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,"г. Мозырь, Гомельская область",г. Мозырь,/candidates/064-4.html,Жодинский избирательный округ,64,62764,6,Минская область
Стрелкович Виталий Александрович,Стрелкович,Виталий,Александрович,M,0,1990,инженер-системотехник цеха автоматизированных систем управления технологическими процессами Борисовской ТЭЦ филиала «Жодинская ТЭЦ» РУП «Минскэнерго»,член Республиканской партии,член Республиканской партии,политическая партия,г. Жодино,г. Жодино,/candidates/064-5.html,Жодинский избирательный округ,64,62764,6,Минская область
Стрельченок Валерий Иванович,Стрельченок,Валерий,Иванович,M,0,1981,заместитель директора по учебно-производственной работе филиала БНТУ «Жодинский государственный политехнический колледж»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"политическая партия, сбор подписей избирателей",г. Жодино,г. Жодино,/candidates/064-6.html,Жодинский избирательный округ,64,62764,6,Минская область
Белоконев Олег Алексеевич,Белоконев,Олег,Алексеевич,M,0,1965,начальник Генерального штаба Вооруженных Сил- первый заместитель Министра обороны Республики Беларусь,беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/065-1.html,Пуховичский избирательный округ,65,68185,4,Минская область
Евменов Игорь Владиславович,Евменов,Игорь,Владиславович,M,0,1994,юрисконсульт ОАО «Рождественское-агро»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,политическая партия,"д. Дайнова, Пуховичский район","д. Дайнова, Пуховичский район",/candidates/065-2.html,Пуховичский избирательный округ,65,68185,4,Минская область
Лиморов Дмитрий Викторович,Лиморов,Дмитрий,Викторович,M,0,1977,первый заместитель директора ОАО «Машпищепрод»,беспартийный,не состоит в партии,сбор подписей избирателей,"аг. Блонь, Пуховичский район","аг. Блонь, Пуховичский район",/candidates/065-3.html,Пуховичский избирательный округ,65,68185,4,Минская область
Пилюк Дмитрий Адамович,Пилюк,Дмитрий,Адамович,M,0,1983,директор ООО «Хольцмастер»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,д. Лесковка Минский район,д. Лесковка Минский район,/candidates/065-4.html,Пуховичский избирательный округ,65,68185,4,Минская область
Музыкин Алексей Николаевич,Музыкин,Алексей,Николаевич,M,0,1982,директор ООО «ТехноГлоубИндастри»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/066-1.html,Копыльский избирательный округ,66,65932,3,Минская область
Нижевич Людмила Ивановна,Нижевич,Людмила,Ивановна,F,1,1964,депутат Палаты представителей Национального собрания Республики Беларусь,член Белорусской аграрной партии,член Белорусской аграрной партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/066-2.html,Копыльский избирательный округ,66,65932,3,Минская область
Цвирко Сергей Иванович,Цвирко,Сергей,Иванович,M,0,1973,председатель Потейковского сельского исполнительного комитета Копыльского района,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Копыль,г. Копыль,/candidates/066-3.html,Копыльский избирательный округ,66,65932,3,Минская область
Ражанец Валентина Витальевна,Ражанец,Валентина,Витальевна,F,1,1964,депутат Палаты представителей Национального собрания Республики Беларусь,беспартийная,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/067-1.html,Слуцкий избирательный округ,67,68264,4,Минская область
Цецерская Инна Петровна,Цецерская,Инна,Петровна,F,0,1968,начальник Слуцкого регионального узла почтовой связи Минского филиала РУП «Белпочта»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Слуцк,г. Слуцк,/candidates/067-2.html,Слуцкий избирательный округ,67,68264,4,Минская область
Циценя Алексей Михайлович,Циценя,Алексей,Михайлович,M,0,1985,заместитель директора по производству общества с ограниченной ответственностью «Хольцмайстер»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Старые Дороги,г. Старые Дороги,/candidates/067-3.html,Слуцкий избирательный округ,67,68264,4,Минская область
Юревич Анатолий Викторович,Юревич,Анатолий,Викторович,M,0,1960,временно неработающий,член Белорусской социал-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,д. Пильня Слуцкий район,д. Пильня Слуцкий район,/candidates/067-4.html,Слуцкий избирательный округ,67,68264,4,Минская область
Балаев Вадим Эдуардович,Балаев,Вадим,Эдуардович,M,0,1989,индивидуальный предприниматель,беспартийный,не состоит в партии,сбор подписей избирателей,г. Солигорск,г. Солигорск,/candidates/068-1.html,Солигорский городской избирательный округ,68,68335,4,Минская область
Куклицкая Оксана Анатольевна,Куклицкая,Оксана,Анатольевна,F,0,1976,директор ГУ «Дворец культуры г.Солигорска»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Солигорск,г. Солигорск,/candidates/068-2.html,Солигорский городской избирательный округ,68,68335,4,Минская область
Лисневский Антон Владимирович,Лисневский,Антон,Владимирович,M,0,1978,генеральный директор ООО «Автопорт-Ру»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г.Минск,г. Минск,/candidates/068-3.html,Солигорский городской избирательный округ,68,68335,4,Минская область
Струневский Андрей Николаевич,Струневский,Андрей,Николаевич,M,0,1972,председатель первичной профсоюзной организации ОАО «Беларуськалий»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,"сбор подписей избирателей, трудовой коллектив","пос. Хвалево, Солигорский район","п. Хвалево, Солигорский район",/candidates/068-4.html,Солигорский городской избирательный округ,68,68335,4,Минская область
Василевская Алла Викторовна,Василевская,Алла,Викторовна,F,0,1976,директор Государственного учреждения образования «Краснодворский учебно-педагогический комплекс детский сад-средняя школа Солигорского района»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Солигорск,г. Солигорск,/candidates/069-1.html,Солигорский сельский избирательный округ,69,66376,3,Минская область
Мурина Юлия Георгиевна,Мурина,Юлия,Георгиевна,F,1,1979,депутат Палаты представителей Национального собрания Республики Беларусь,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/069-2.html,Солигорский сельский избирательный округ,69,66376,3,Минская область
Сечко Игорь Николаевич,Сечко,Игорь,Николаевич,M,0,1979,заместитель директора ООО «ДревоБай»,член Либерально-демократическая партия,член Либерально-демократической партии,политическая партия,"аг. Ждановичи, Минский район","аг. Ждановичи, Минский район",/candidates/069-3.html,Солигорский сельский избирательный округ,69,66376,3,Минская область
Лысёнков Николай Николаевич,Лысёнков,Николай,Николаевич,M,0,1979,индивидуальный предприниматель,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Столбцы,г. Столбцы,/candidates/070-1.html,Столбцовский избирательный округ,70,61582,3,Минская область
Мамайко Иван Андреевич,Мамайко,Иван,Андреевич,M,0,1974,начальник отдела внутренних дел Столбцовского райисполкома,беспартийный,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Столбцы,г. Столбцы,/candidates/070-2.html,Столбцовский избирательный округ,70,61582,3,Минская область
Матюшичев Егор Альбертович,Матюшичев,Егор,Альбертович,M,0,1983,индивидуальный предприниматель,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/070-3.html,Столбцовский избирательный округ,70,61582,3,Минская область
Дмитриев Андрей Владимирович,Дмитриев,Андрей,Владимирович,M,0,1981,сопредседатель Республиканского исследовательско-просветительского общественного объединения «Говори правду»,беспартийный,не состоит в партии,сбор подписей избирателей,"д.Волковичи, Дзержинский район","д. Волковичи, Дзержинский район",/candidates/071-1.html,Дзержинский избирательный округ,71,64862,4,Минская область
Рыбалтовский Денис Олегович,Рыбалтовский,Денис,Олегович,M,0,1986,генеральный директор открытого акционерного общества «СМУ-215»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/071-2.html,Дзержинский избирательный округ,71,64862,4,Минская область
Саракач Александр Иванович,Саракач,Александр,Иванович,M,0,1963,председатель Дзержинского районного Совета депутатов,беспартийный,не состоит в партии,сбор подписей избирателей,г. Фаниполь Дзержинский район,г. Фаниполь Дзержинский район,/candidates/071-3.html,Дзержинский избирательный округ,71,64862,4,Минская область
Шик Кирилл Иванович,Шик,Кирилл,Иванович,M,0,1987,первый секретарь Минского областного комитета общественного объединения «Белорусский республиканский союз молодежи»,беспартийный,не состоит в партии,сбор подписей избирателей,"д. Голышово, Дзержинский район","д. Голышово, Дзержинский район",/candidates/071-4.html,Дзержинский избирательный округ,71,64862,4,Минская область
Кананович Людмила Николаевна,Кананович,Людмила,Николаевна,F,1,1966,депутат Палаты представителей Национального собрания Республики Беларусь,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/072-1.html,Молодечненский городской избирательный округ,72,67277,3,Минская область
Русакевич Артем Николаевич,Русакевич,Артем,Николаевич,M,0,1979,директор ОАО «Завод Рембыттехника»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Молодечно,г. Молодечно,/candidates/072-2.html,Молодечненский городской избирательный округ,72,67277,3,Минская область
Тишко Валентин Владимирович,Тишко,Валентин,Владимирович,M,0,1989,администратор торгового зала фирменного магазина «Минск Кристалл» торгового унитарного предприятия «Торговая компания «Минск Кристалл Трейд»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Молодечно,г. Молодечно,/candidates/072-3.html,Молодечненский городской избирательный округ,72,67277,3,Минская область
Герасименко Николай Иванович,Герасименко,Николай,Иванович,M,0,1956,пенсионер,член партии Белорусская партия левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Минск,г. Минск,/candidates/073-1.html,Молодечненский сельский избирательный округ,73,67511,4,Минская область
Кохановская Людмила Викторовна,Кохановская,Людмила,Викторовна,F,0,1972,председатель Молодечненской районной организации Белорусского профессионального союза работников образования и науки,беспартийная,не состоит в партии,сбор подписей избирателей,г. Молодечно,г. Молодечно,/candidates/073-2.html,Молодечненский сельский избирательный округ,73,67511,4,Минская область
Семенчук Олег Алексеевич,Семенчук,Олег,Алексеевич,M,0,1958,"председатель комитета по труду, занятости и социальной защите Минского областного исполнительного комитета",беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/073-3.html,Молодечненский сельский избирательный округ,73,67511,4,Минская область
Тимофеев Александр Владимирович,Тимофеев,Александр,Владимирович,M,0,1978,директор ООО «Карнис Плюс»; директор ООО «Террамит Агро»; директор ЧП «ВорлдАвто»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/073-4.html,Молодечненский сельский избирательный округ,73,67511,4,Минская область
Квяткевич Андрей Анатольевич,Квяткевич,Андрей,Анатольевич,M,0,1979,начальник филиала РУП автомобильных дорог «Минскавтодор-Центр» филиал «ДЭУ №63»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Вилейка,г. Вилейка,/candidates/074-1.html,Вилейский избирательный округ,74,57107,5,Минская область
Плавинский Александр Стефанович,Плавинский,Александр,Стефанович,M,0,1965,пенсионер,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,сбор подписей избирателей,г. Минск,г. Минск,/candidates/074-2.html,Вилейский избирательный округ,74,57107,5,Минская область
Сегень Ярослав Владиславович,Сегень,Ярослав,Владиславович,M,0,1996,главный специалист отдела землеустройства Крупского райисполкома,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Крупки,г. Крупки,/candidates/074-3.html,Вилейский избирательный округ,74,57107,5,Минская область
